POSTALCODE,COMM_NAME,LONGITUDE,LATITUDE,POINT_X,POINT_Y,FSA,Postal Codes_DBUID,Local Area,Dissemination Block_DBUID,Dissemination Block_DAUID,Dissemination Area_DAUID,Dissemination Area_CSDUID,Economic Regions_ERUID,ERNAME,Census Subdivision_CSDUID,CSDNAME,Census Subdivision_CCSUID,Census Subdivision_ERUID,Census Division_CDUID,Census Division_CDNAME,Census Consolidated Subdivision_CCSUID,CCSNAME,Census Consolidated Subdivision_CDUID,Census Consolidated Subdivision_CDNAME
A0A2M0,HARBOUR GRACE,-53.217708,47.691662,1470572.728,5292691.575,A0A,1001052441,Harbour Grace Area,1001052441,10010524,10010524,1001379,1010,Avalon Peninsula,1001379,Harbour Grace,1001374,1010,1001,Division No.  1,1001374,"Division No.  1, Subd. I",1001,Division No.  1
A0A3P0,RIVERHEAD HARBOUR GRACE,-53.217708,47.691662,1470572.728,5292691.575,A0A,1001052441,Harbour Grace Area,1001052441,10010524,10010524,1001379,1010,Avalon Peninsula,1001379,Harbour Grace,1001374,1010,1001,Division No.  1,1001374,"Division No.  1, Subd. I",1001,Division No.  1
A0A2N0,HARBOUR GRACE SOUTH,-53.222023,47.678925,1470364.557,5291252.658,A0A,1001052706,Harbour Grace Area,1001052706,10010527,10010527,1001379,1010,Avalon Peninsula,1001379,Harbour Grace,1001374,1010,1001,Division No.  1,1001374,"Division No.  1, Subd. I",1001,Division No.  1
A0A4E0,UPPER ISLAND COVE,-53.212279,47.64824,1471371.567,5287909.161,A0A,1001053002,Harbour Grace Area,1001053002,10010530,10010530,1001385,1010,Avalon Peninsula,1001385,Upper Island Cove,1001374,1010,1001,Division No.  1,1001374,"Division No.  1, Subd. I",1001,Division No.  1
A0A3X0,SPANIARDS BAY,-53.280186,47.615948,1466570.979,5283915.851,A0A,1001076509,Spaniard's Bay Area,1001076509,10010765,10010765,1001396,1010,Avalon Peninsula,1001396,Spaniard's Bay,1001396,1010,1001,Division No.  1,1001396,Spaniard's Bay,1001,Division No.  1
A0A3X1,SPANIARDS BAY,-53.280186,47.615948,1466570.979,5283915.851,A0A,1001076509,Spaniard's Bay Area,1001076509,10010765,10010765,1001396,1010,Avalon Peninsula,1001396,Spaniard's Bay,1001396,1010,1001,Division No.  1,1001396,Spaniard's Bay,1001,Division No.  1
A0A1G0,BAY ROBERTS,-53.266126,47.594557,1467816.722,5281628.687,A0A,1001053701,Bay Roberts Area,1001053701,10010537,10010537,1001409,1010,Avalon Peninsula,1001409,Bay Roberts,1001405,1010,1001,Division No.  1,1001405,"Division No.  1, Subd. K",1001,Division No.  1
A0A3V0,SHEARSTOWN,-53.299829,47.58747,1465351.475,5280639.255,A0A,1001054303,Bay Roberts Area,1001054303,10010543,10010543,1001409,1010,Avalon Peninsula,1001409,Bay Roberts,1001405,1010,1001,Division No.  1,1001405,"Division No.  1, Subd. K",1001,Division No.  1
A0A3J0,PORT DE GRAVE,-53.214494,47.584713,1471778.762,5280850.604,A0A,1001055410,Clarke's Beach Area,1001055410,10010554,10010554,1001415,1010,Avalon Peninsula,1001415,"Division No.  1, Subd. L",1001421,1010,1001,Division No.  1,1001421,"Division No.  1, Subd. M",1001,Division No.  1
A0A1X0,COLEYS POINT SOUTH,-53.270833,47.575,1467638.402,5279431.242,A0A,1001055512,Clarke's Beach Area,1001055512,10010555,10010555,1001415,1010,Avalon Peninsula,1001415,"Division No.  1, Subd. L",1001421,1010,1001,Division No.  1,1001421,"Division No.  1, Subd. M",1001,Division No.  1
A0A2X0,MAKINSONS,-53.311433,47.490907,1465337.454,5269860.587,A0A,1001069235,Clarke's Beach Area,1001069235,10010692,10010692,1001421,1010,Avalon Peninsula,1001421,"Division No.  1, Subd. M",1001421,1010,1001,Division No.  1,1001421,"Division No.  1, Subd. M",1001,Division No.  1
A0A3C0,NORTH RIVER,-53.311387,47.543962,1464870.452,5275744.816,A0A,1001054605,Clarke's Beach Area,1001054605,10010546,10010546,1001426,1010,Avalon Peninsula,1001426,North River,1001421,1010,1001,Division No.  1,1001421,"Division No.  1, Subd. M",1001,Division No.  1
A0A3W0,SOUTH RIVER,-53.265528,47.524842,1468484.901,5273900.827,A0A,1001054907,Clarke's Beach Area,1001054907,10010549,10010549,1001434,1010,Avalon Peninsula,1001434,South River,1001421,1010,1001,Division No.  1,1001421,"Division No.  1, Subd. M",1001,Division No.  1
A0A2B0,CUPIDS,-53.224007,47.549309,1471383.699,5276866.346,A0A,1001055002,Clarke's Beach Area,1001055002,10010550,10010550,1001437,1010,Avalon Peninsula,1001437,Cupids,1001421,1010,1001,Division No.  1,1001421,"Division No.  1, Subd. M",1001,Division No.  1
A0A1K0,BRIGUS,-53.220655,47.533239,1471779.967,5275104.735,A0A,1001055110,Clarke's Beach Area,1001055110,10010551,10010551,1001446,1010,Avalon Peninsula,1001446,Brigus,1001421,1010,1001,Division No.  1,1001421,"Division No.  1, Subd. M",1001,Division No.  1
A0A2Z0,MARYSVALE,-53.218699,47.490651,1472310.232,5270393.7,A0A,1001055805,Head of Conception Bay,1001055805,10010558,10010558,1001452,1010,Avalon Peninsula,1001452,"Division No.  1, Subd. O",1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0B1G0,BRIGUS JUNCTION,-53.300973,47.388181,1467035.15,5258531.102,A0B,1001069012,Head of Conception Bay,1001069012,10010690,10010690,1001452,1010,Avalon Peninsula,1001452,"Division No.  1, Subd. O",1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A1W0,CLARKES BEACH,-53.207279,47.346564,1474466.157,5254484.314,A0A,1001069013,Head of Conception Bay,1001069013,10010690,10010690,1001452,1010,Avalon Peninsula,1001452,"Division No.  1, Subd. O",1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A1Y0,COLLIERS RIVERHEAD,-53.224418,47.46123,1472144.807,5267095.961,A0A,1001056015,Head of Conception Bay,1001056015,10010560,10010560,1001456,1010,Avalon Peninsula,1001456,Colliers,1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A1Z0,CONCEPTION HARBOUR,-53.219434,47.441262,1472699.271,5264911.918,A0A,1001056103,Head of Conception Bay,1001056103,10010561,10010561,1001461,1010,Avalon Peninsula,1001461,Conception Harbour,1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A1B0,AVONDALE,-53.195265,47.420842,1474701.87,5262795.061,A0A,1001056210,Head of Conception Bay,1001056210,10010562,10010562,1001464,1010,Avalon Peninsula,1001464,Avondale,1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A2P0,HARBOUR MAIN,-53.160119,47.434522,1477223.048,5264527.963,A0A,1001056304,Head of Conception Bay,1001056304,10010563,10010563,1001469,1010,Avalon Peninsula,1001469,Harbour Main-Chapel's Cove-Lakeview,1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A1V0,CHAPEL COVE,-53.143251,47.436179,1478477.224,5264815.725,A0A,1001056602,Head of Conception Bay,1001056602,10010566,10010566,1001469,1010,Avalon Peninsula,1001469,Harbour Main-Chapel's Cove-Lakeview,1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A1L0,BROAD COVE BDV,-53.142088,47.392471,1478962.463,5259975.791,A0A,1001056505,Head of Conception Bay,1001056505,10010565,10010565,1001472,1010,Avalon Peninsula,1001472,Holyrood,1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A1M0,BURNT POINT BDV,-53.142088,47.392471,1478962.463,5259975.791,A0A,1001056505,Head of Conception Bay,1001056505,10010565,10010565,1001472,1010,Avalon Peninsula,1001472,Holyrood,1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A1R0,CAPLIN COVE BDV,-53.142088,47.392471,1478962.463,5259975.791,A0A,1001056505,Head of Conception Bay,1001056505,10010565,10010565,1001472,1010,Avalon Peninsula,1001472,Holyrood,1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A3H0,PETTY HARBOUR,-53.142088,47.392471,1478962.463,5259975.791,A0A,1001056505,Head of Conception Bay,1001056505,10010565,10010565,1001472,1010,Avalon Peninsula,1001472,Holyrood,1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A3S0,SALMON COVE BDV,-53.142088,47.392471,1478962.463,5259975.791,A0A,1001056505,Head of Conception Bay,1001056505,10010565,10010565,1001472,1010,Avalon Peninsula,1001472,Holyrood,1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A4G0,VICTORIA CB,-53.142088,47.392471,1478962.463,5259975.791,A0A,1001056505,Head of Conception Bay,1001056505,10010565,10010565,1001472,1010,Avalon Peninsula,1001472,Holyrood,1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A4L0,WOODFORDS,-53.153021,47.404834,1478026.878,5261279.361,A0A,1001056403,Head of Conception Bay,1001056403,10010564,10010564,1001472,1010,Avalon Peninsula,1001472,Holyrood,1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A0A2R0,HOLYROOD,-53.116287,47.414718,1480702.252,5262602.596,A0A,1001056702,Head of Conception Bay,1001056702,10010567,10010567,1001472,1010,Avalon Peninsula,1001472,Holyrood,1001472,1010,1001,Division No.  1,1001472,Holyrood,1001,Division No.  1
A1X7P4,CONCEPTION BAY SOUTH,-52.993989,47.499586,1489117.181,5272779.769,A1X,1001058301,Northeast Avalon,1001058301,10010583,10010583,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X2E1,CONCEPTION BAY SOUTH,-52.996172,47.507182,1488882.406,5273608.227,A1X,1001058302,Northeast Avalon,1001058302,10010583,10010583,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X7B7,CONCEPTION BAY SOUTH,-52.994073,47.503557,1489073.842,5273219.6,A1X,1001058302,Northeast Avalon,1001058302,10010583,10010583,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X7B8,CONCEPTION BAY SOUTH,-52.991236,47.493189,1489383.814,5272087.783,A1X,1001058302,Northeast Avalon,1001058302,10010583,10010583,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X7B9,CONCEPTION BAY SOUTH,-52.991097,47.499541,1489335.02,5272792.952,A1X,1001058302,Northeast Avalon,1001058302,10010583,10010583,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X7C1,CONCEPTION BAY SOUTH,-52.994619,47.504936,1489020.03,5273369.08,A1X,1001058302,Northeast Avalon,1001058302,10010583,10010583,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X7C2,CONCEPTION BAY SOUTH,-52.992013,47.501944,1489243.769,5273053.641,A1X,1001058302,Northeast Avalon,1001058302,10010583,10010583,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X7C3,CONCEPTION BAY SOUTH,-52.990406,47.499195,1489390.102,5272758.945,A1X,1001058302,Northeast Avalon,1001058302,10010583,10010583,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X7C7,CONCEPTION BAY SOUTH,-52.993904,47.504418,1489078.597,5273316.043,A1X,1001058302,Northeast Avalon,1001058302,10010583,10010583,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X7E1,CONCEPTION BAY SOUTH,-52.991033,47.498676,1489347.824,5272697.427,A1X,1001058302,Northeast Avalon,1001058302,10010583,10010583,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X7P2,CONCEPTION BAY SOUTH,-52.995148,47.500078,1489025.505,5272826.895,A1X,1001058302,Northeast Avalon,1001058302,10010583,10010583,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X7P5,CONCEPTION BAY SOUTH,-52.992038,47.495207,1489304.641,5272306.492,A1X,1001058302,Northeast Avalon,1001058302,10010583,10010583,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4A1,CONCEPTION BAY SOUTH,-52.945332,47.525838,1492527.161,5275999.447,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4A2,CONCEPTION BAY SOUTH,-52.945137,47.523251,1492566.112,5275713.918,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4C5,CONCEPTION BAY SOUTH,-52.940787,47.52666,1492860.803,5276119.655,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4G9,CONCEPTION BAY SOUTH,-52.934334,47.525233,1493358.85,5276002.531,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4H3,CONCEPTION BAY SOUTH,-52.941003,47.525939,1492851.37,5276038.214,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4J4,CONCEPTION BAY SOUTH,-52.936134,47.526701,1493209.915,5276153.742,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4J5,CONCEPTION BAY SOUTH,-52.933314,47.525261,1493435.276,5276012.147,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4K6,CONCEPTION BAY SOUTH,-52.934184,47.523992,1493381.8,5275865.87,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4L9,CONCEPTION BAY SOUTH,-52.944318,47.524507,1492615.826,5275858.414,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4M7,CONCEPTION BAY SOUTH,-52.943156,47.521974,1492726.846,5275584.914,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4M8,CONCEPTION BAY SOUTH,-52.942753,47.522292,1492754.204,5275622.751,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4M9,CONCEPTION BAY SOUTH,-52.934123,47.523724,1493388.905,5275836.539,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4N1,CONCEPTION BAY SOUTH,-52.933273,47.523896,1493451.208,5275861.04,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4N2,CONCEPTION BAY SOUTH,-52.934013,47.523561,1493398.786,5275819.061,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4R9,CONCEPTION BAY SOUTH,-52.939162,47.52761,1492973.93,5276235.245,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4S6,CONCEPTION BAY SOUTH,-52.936058,47.523496,1493245.788,5275798.814,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4T1,CONCEPTION BAY SOUTH,-52.935245,47.523482,1493306.988,5275802.444,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4V2,CONCEPTION BAY SOUTH,-52.932839,47.524197,1493480.973,5275897.187,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W4V6,CONCEPTION BAY SOUTH,-52.938237,47.523342,1493083.562,5275767.848,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W5E7,CONCEPTION BAY SOUTH,-52.93958,47.527146,1492946.824,5276181.121,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W5L3,CONCEPTION BAY SOUTH,-52.941464,47.523311,1492841.456,5275743.85,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W5L4,CONCEPTION BAY SOUTH,-52.942664,47.527574,1492711.227,5276209.056,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W5S4,CONCEPTION BAY SOUTH,-52.933202,47.523724,1493458.17,5275842.308,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1W5W3,CONCEPTION BAY SOUTH,-52.934826,47.525899,1493315.634,5276073.138,A1W,1001059801,Northeast Avalon,1001059801,10010598,10010598,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X6A2,CONCEPTION BAY SOUTH,-53.001469,47.501108,1488540.891,5272901.203,A1X,1001058201,Northeast Avalon,1001058201,10010582,10010582,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X6A8,CONCEPTION BAY SOUTH,-53.000591,47.4958,1488656.388,5272318.122,A1X,1001058201,Northeast Avalon,1001058201,10010582,10010582,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X6B2,CONCEPTION BAY SOUTH,-53.00227,47.499848,1488492.497,5272756.538,A1X,1001058201,Northeast Avalon,1001058201,10010582,10010582,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X6B3,CONCEPTION BAY SOUTH,-53.001109,47.498145,1488595.617,5272574.901,A1X,1001058201,Northeast Avalon,1001058201,10010582,10010582,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X6B6,CONCEPTION BAY SOUTH,-53.002263,47.499375,1488497.353,5272704.122,A1X,1001058201,Northeast Avalon,1001058201,10010582,10010582,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X6B9,CONCEPTION BAY SOUTH,-53.000698,47.499302,1488615.718,5272705.911,A1X,1001058201,Northeast Avalon,1001058201,10010582,10010582,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X6E7,CONCEPTION BAY SOUTH,-52.999896,47.497449,1488693.185,5272505.369,A1X,1001058201,Northeast Avalon,1001058201,10010582,10010582,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1X6E8,CONCEPTION BAY SOUTH,-52.999298,47.50495,1488668.317,5273340.97,A1X,1001058201,Northeast Avalon,1001058201,10010582,10010582,1001485,1010,Avalon Peninsula,1001485,Conception Bay South,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
